SystematicName,40 fL,45 fL,50 fL,55 fL,60 fL,65 fL,70 fL,75 fL,Gene
YDR446W,-1.118544869,-1.692536252,-0.168974296,-0.257150108,-0.390416639,0.23389453,1.25636187,0.23389453,ECM11
YDR447C,-0.576801352,-0.097849553,-0.309107768,-0.047703663,0.419042258,0.280814375,0.431171974,-0.473405858,RPS17B
YDR448W,-0.731185292,-0.333610317,0.021822822,0.146899257,0.311733273,0.206215082,0.251352184,-0.157726598,ADA2
YDR449C,0.175056097,0.266093655,-0.195026234,-0.221126857,0.113250425,0.032898268,-0.402678285,0.105425701,UTP6
YDR450W,-0.771840161,-0.117338883,-0.030963429,0.007465996,0.396384835,0.09206932,0.273542143,-0.124042181,RPS18A
YDR451C,-2.541585003,-3.233241435,-0.73731562,0.548498385,0.739347634,0.621451319,0.400075577,0.178961906,YHP1
YDR452W,-0.362354191,-0.417806178,0.158086905,0.190833193,0.302145764,-0.269235622,0.415436664,-0.286521895,PPN1
YDR453C,-1.315055378,-0.875234778,0.470505532,0.604161967,0.540855399,-0.017907556,0.279398571,-1.026068277,TSA2
YDR454C,0.695463858,-0.349898368,-0.454480762,-0.35361203,-0.124268721,0.202198644,0.215376333,-0.226620332,GUK1
YDR455C,-0.669444566,-0.917372079,0.013365258,-0.317459237,1.048412205,0.492018857,0.637216772,NA,NA
YDR456W,0.288963209,-0.384420389,-0.382341577,-0.044917146,-0.329317841,0.092212671,0.472448287,0.037362325,NHX1
YDR457W,0.199495943,-0.52025058,-0.350023728,-0.237428276,-0.252018082,0.403745493,0.285939469,0.188732602,TOM1
YDR458C,-0.235934071,-0.296814403,-0.039609388,-0.058885848,-0.160172748,0.278018454,0.066089542,0.321434041,HEH2
YDR459C,0.25712004,-0.438615907,-0.171036734,-0.006013558,-0.021571598,0.215358209,0.271431139,-0.269047964,PFA5
YDR460W,0.178463462,-0.281105197,0.106730575,-0.094912888,-0.269344371,0.137696184,-0.156726351,0.269447273,TFB3
YDR461C-A,-0.206669113,0.158506859,0.542563302,0.33206721300000003,0.228476547,-0.63388297,-0.30427991,-0.564742592,NA
YDR461W,0.517095838,-0.309769033,-1.259355272,0.230029569,0.716665865,0.148729467,0.064157332,-1.418421758,MFA1
YDR462W,0.007069932,-0.626309262,0.148721897,0.078783775,-0.317988971,-0.23472749,0.04983076,0.580497988,MRPL28
YDR463W,-0.895819671,-0.322196995,0.091046553,-0.134828009,-0.109312252,0.159601183,0.065648489,0.674662125,STP1
YDR464C-A,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR464W,-0.153264206,-0.236652655,0.075727326,0.128095982,-0.114887534,-0.016013247,0.158255325,0.106989547,SPP41
YDR465C,0.832879758,0.715022688,-0.065104022,-0.239082253,-0.451354859,-0.443718648,-1.132914242,-0.231910237,RMT2
YDR466W,-0.144755403,-0.391022574,0.06870552,0.00155368,-0.231645497,-0.419569982,0.359146083,0.486507182,PKH3
YDR467C,-0.355339878,-0.264630837,-0.227791922,-0.290156802,0.172912083,0.415516084,0.266964734,0.070070183,NA
YDR468C,-1.434619297,-0.67369046,0.104084257,0.206824721,0.38456124,0.275745332,0.190839982,0.159225146,TLG1
YDR469W,-1.67336749,-0.750865774,-0.19682398,0.055822347,0.554238779,0.319613217,0.341164859,0.259595899,SDC1
YDR470C,-0.343813217,-0.607158247,-0.431858533,-0.096130927,-0.035929857,-0.079226691,0.490138955,0.63427993,UGO1
YDR471W,-0.344095485,0.103079366,-0.071664463,0.016261056,0.357349695,0.093381943,0.090244218,-0.390677774,RPL27B
YDR472W,0.429649272,-0.24737758,-0.583478162,-0.280131492,-0.17157606,0.390238877,0.164260727,0.001044694,TRS31
YDR473C,-0.083083394,-0.262379502,0.22481493,0.08140395,0.040537641,0.077994074,-0.252814316,0.100670752,PRP3
YDR475C,-0.162930478,-0.717102586,-0.091906161,0.049583706,-0.34135547,0.224615598,0.291845649,0.425732192,JIP4
YDR476C,-0.058319627,0.138883732,0.067754663,0.196866917,-0.102020937,-0.46901558,0.296111107,-0.21380539,NA
YDR477W,-0.05244279,-0.04175498,-0.029636513,0.147577713,-0.1705532,-0.276470805,0.270281984,0.07956113,SNF1
YDR478W,-0.061417437,-0.679329415,-0.396305213,-0.539631678,0.191902137,0.710399425,0.258295885,-0.007400744,SNM1
YDR479C,-0.431269681,-0.199422027,0.087935232,0.128149605,0.002969398,0.10669534,0.091896723,0.120568264,PEX29
YDR480W,-1.155055689,-1.671105269,-0.272159773,0.315704285,0.503371686,0.432582362,0.311142071,0.209617026,DIG2
YDR481C,0.052431627,0.284456027,-0.231929934,0.250368089,0.110702125,-0.229992687,-0.127261633,-0.224196506,PHO8
YDR482C,0.900154585,-0.050599879,0.225320121,-0.334200525,-0.344133624,-0.459054163,-0.66670536,0.085086728,CWC21
YDR483W,0.568011246,0.123128615,-0.015665581,0.228219419,-0.222936139,-0.551703263,-0.060906467,-0.376801505,KRE2
YDR484W,-0.507710912,-0.451454937,-0.270223603,-0.224942723,0.18640596,0.49542295,0.363944146,0.064798318,VPS52
YDR485C,0.066545735,-0.274585387,0.07049678,0.076964384,-0.322631136,-0.074353033,-0.093486784,0.416405596,VPS72
YDR486C,-0.191586986,0.171079211,0.21232378700000001,-0.246975027,0.041371689,0.218481231,-0.227332554,-0.073346633,VPS60
YDR487C,-0.211146642,-0.474529357,-0.432052441,-0.05903472,0.031685356,0.262383984,0.390981557,0.241700395,RIB3
YDR488C,-0.322720567,-1.960150487,-0.272094494,0.45950364,0.194624355,-0.535894458,0.561802216,0.515998526,PAC11
YDR489W,0.234712093,-0.213573588,0.016974282,0.224183987,-0.264063359,-0.082329055,-0.01426478,0.019411953,SLD5
YDR490C,0.481642898,-0.376004179,0.214522361,-0.089541561,-0.623106714,-0.378647285,0.044085779,0.360080918,PKH1
YDR491C,0.528819755,0.362130836,-0.026530305,0.293351414,-1.366851676,-2.506039003,-0.221953312,0.716760672,NA
YDR492W,1.179109741,0.393872202,-0.372938137,-0.079492419,-1.345007205,-1.388935928,-0.16268366,0.048593124,IZH1
YDR493W,0.034584671,0.005471935,-0.204683991,-0.197654126,0.097425544,0.098607597,0.221428174,-0.111301237,MZM1
YDR494W,0.400020405,0.085756245,0.07908124,-0.14401868,-0.217298623,-0.108956348,-0.269300574,0.057602512,RSM28
YDR495C,0.306187149,-0.005151466,-0.016665454,-0.352727291,-0.118432291,0.084513381,-0.029049178,0.048134876,VPS3
YDR496C,1.132955519,0.615445741,-0.085551541,-0.463261833,-0.516365707,-0.605722368,-1.093743457,-0.354192388,PUF6
YDR497C,0.716331714,0.749936333,0.394492619,-0.349486167,-0.632104121,-0.851193164,-0.395208388,-0.699002492,ITR1
YDR498C,0.561158527,-0.673460196,-0.127912377,0.063996445,-0.471025801,-0.3680795,0.294257845,0.280379605,SEC20
YDR499W,-0.416768387,-0.452421163,0.041770751,-0.056670023,0.241540263,0.150185606,0.213654985,0.107872482,LCD1
YDR500C,0.112277293,0.341096495,0.148073026,0.017080225,-0.32974657,-0.054739137,-0.567793842,0.13652945,RPL37B
YDR501W,-1.050245163,-1.847353359,-0.050245163,0.317562791,0.757327376,0.191817238,0.06815877,0.196960541,PLM2
YDR502C,0.946284162,0.129016496,0.082314099,-0.980901196,-0.521469577,-0.732973682,-0.095001497,0.238267325,SAM2
YDR503C,0.147392788,0,0.055470299,0.49870469,0.079939294,-0.583647972,0.057999125,-0.566991885,LPP1
YDR504C,-1.867420863,-0.752002333,-0.552375503,0.275205972,0.912314983,0.409564655,0.46681401,-0.626618181,SPG3
YDR505C,-0.008117771,-0.202673801,-0.044213059,-0.308020858,-0.017747238,0.465114008,0.093769633,-0.114426673,PSP1
YDR506C,0.340089029,-0.44489808,-0.344869261,-0.324307939,-0.677188962,0.069305124,0.734041234,0.105118542,GMC1
YDR507C,-1.706984659,-2.155173468,0.054649791,0.821715322,0.630907029,-0.143585494,0.051094894,0.230480224,GIN4
YDR508C,0.280450153,0.033941409,-0.011625262,0.029802118,-0.488042697,-0.551403861,-0.099739999,0.506120214,GNP1
YDR509W,-1.358465681,-0.146748679,0.048103351,0.240887912,0.248353782,-0.471500209,0.426600668,0.307972522,NA
YDR510C-A,-0.806555866,-0.657911785,-0.227928466,0.390610296,-0.066966925,-0.054209892,0.158500809,0.674244203,NA
YDR510W,-0.641864598,-0.664365311,-0.295521698,0.145455757,0.113188273,-0.10540849,0.294893971,0.650157558,SMT3
YDR511W,-0.537791337,-0.199684929,0.060086357,-0.194804047,0.065044266,0.446674445,0.242027781,-0.100748411,SDH7
YDR512C,-1.005988348,-0.148410461,0.573071461,-0.054146021,0.610152032,-0.047202944,-0.157172242,-0.39980022,EMI1
YDR513W,-0.021227086,0.191529334,0.531321703,0.111435501,0.162768033,-0.148863996,-0.403356599,-0.812013076,GRX2
YDR514C,-0.203657433,0.402541605,-0.062911055,-0.102640783,-0.099384659,0.05512529,-0.101477038,0.023898732,NA
YDR515W,0.073166209,0.787600999,0.367917135,-0.199400119,-0.317504719,-0.392799446,-0.208795479,-0.664269319,SLF1
YDR516C,-0.726561237,-0.997773517,-0.69227097,-0.013563843,-0.117225886,-0.017803949,0.860712813,0.641300671,EMI2
YDR517W,0.203858908,-1.193246076,-0.549525675,-0.038868733,-0.591409756,-0.465133488,0.379596049,1.046259795,GRH1
YDR518W,-0.877741167,-0.744074765,-0.093689189,0.387519999,0.340955775,-0.212130646,0.408671794,0.209321693,EUG1
YDR519W,0.202432701,0.166464189,-0.074666042,0.142938331,0.087994457,-0.237734376,0.09171971,-0.521312651,FPR2
YDR520C,0.476040172,-0.477975512,-0.27788425,-0.183556867,-0.062471499,0.469764426,-0.087169742,-0.148972631,URC2
YDR521W,0.738095569,-0.25936522,0.059515285,-0.189217529,-0.660376796,-0.830860224,0.201449542,0.30172235,NA
YDR522C,0.430570769,0.01882949,-0.623530904,-0.41185692,0.241392938,0.231095285,0.160137448,-0.386265206,SPS2
YDR523C,0.899891758,0.745668458,-0.160318153,-0.238912496,-0.299468644,-0.985452778,-0.766249719,-0.304809987,SPS1
YDR524C,0.315242421,-0.243990969,-0.229129299,-0.208665197,-0.051855247,0.100662861,-0.042770484,0.245052771,AGE1
YDR524C-A,0.533080709,-1.00881307,0.671908414,-0.681238412,-0.551955395,0.552381265,-0.636844292,0.066954438,NA
YDR524C-B,1.182474672,-0.385940938,-0.590456017,-0.138912651,-0.357448566,0.032580437,-0.51341011,-0.170104912,NA
YDR524W-C,-0.095119263,0.018928526,-0.651465185,-0.152578138,0.033630179,0.574651789,0.042510289,-0.041688942,NA
YDR525W,0.847996907,-0.345774837,-0.144140976,-0.601613741,-1.062840874,-0.014260693,-0.149377624,0.564318191,NA
YDR525W-A,0.603758915,0.033433998,-0.177927876,0.144782238,-0.05144125,-0.255047027,0.152475521,-0.854800858,SNA2
YDR526C,0.2255597,-0.67444451,-1.332052312,0.394717515,-0.252980741,-0.700439718,0.662858811,0.540568381,NA
YDR527W,-0.346503416,-0.192550756,0.013488055,-0.130521559,-0.273694646,0.010993984,-0.246136458,0.797063872,RBA50
YDR528W,-0.723577072,0.202422347,0.501258525,0.687787888,-0.129946456,-1.174374334,-0.529404524,0.223713982,HLR1
YDR529C,-1.361474096,-0.420038536,0.394394732,-0.463298004,0.257122831,0.319443339,0.516183277,-0.073112683,QCR7
YDR530C,0.861106779,-0.341285663,-0.178098607,-0.13158076,-0.510192993,-0.255466295,0.121948639,-0.044709842,APA2
YDR531W,-0.131817678,0.045718256,-0.14341773,0.14424461,-0.16624394,0.183290571,-0.198371626,0.197153694,CAB1
YDR532C,-0.64350078,0.10450506,0.282704679,0.230338507,0.503811697,-0.133535138,-0.191136266,-0.536026392,KRE28
YDR533C,0.382547631,-0.344614924,0.474508116,-0.155307727,-0.010392246,0.597680281,-0.752279009,-0.938746969,HSP31
YDR534C,0.242570303,-1.082002513,-0.432334323,-0.757429697,-0.925374334,0.124227752,0.965196458,0.529191529,FIT1
YDR535C,-1.075627705,-0.179463516,-2.158089865,NA,-1.72199075,0.058228042,1.878568606,0.482367748,NA
YDR536W,-0.650377909,-1.051476217,-0.559897163,-0.512450001,0.130727114,0.297327583,0.945437803,0.323711769,STL1
YDR537C,-0.602884409,-2.08351025,0.757011536,0.190664714,0.899615932,0.484578433,0.013786952,NA,NA
YDR538W,0.194001632,-1.143604381,-0.729423843,0.004452467,-0.012657863,0.016770109,0.461773957,0.502853851,PAD1
YDR539W,-0.934596236,-0.471106401,-0.277632638,-0.018613089,0.178377931,0.23035317,0.352229392,0.445737794,FDC1
YDR540C,0.502297874,-0.116485742,-0.339028924,-0.201957208,-0.318334441,0.330143861,0.038589415,-0.128292567,IRC4
YDR541C,0.220951651,-0.792536427,-0.26138037,0.054765372,-0.094022442,0.397630801,0.444376412,-0.378541714,NA
YDR542W,0.072280784,-3.105841371,0.140137871,1.254414843,-0.623059265,0.193718911,-0.246585347,-0.496425826,PAU10
YDR543C,0.728668868,-3.057112642,-0.832046086,-1.231142041,-1.257809992,0.051140249,1.622276058,-0.510117991,NA
YDR544C,0.815456352,-1.674269373,-0.523044222,-0.580552493,-1.954988498,-0.151823727,0.965256127,0.53780908,NA
YDR545C-A,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR545W,0.050407427,-1.34692807,-0.337186676,0.124185353,-0.499365645,-0.295089139,0.973435279,0.267701981,YRF1-1
YEL001C,0.034124323,0.070341122,-0.493015849,0.035880851,0.107064097,0.172080491,0.322853127,-0.442494586,IRC22
YEL002C,0.813791988,-0.007690607,-0.229595956,0.061687429,-0.233728469,-0.302265686,0.06461676,-0.635512066,WBP1
YEL003W,-1.471702116,0.059296679,-7.62625e-4,0.069907044,0.354675711,-0.01990602,0.428412575,-0.092927818,GIM4
YEL004W,0.738604341,0.029172935,-0.090290732,-0.290910628,-0.223648577,-0.023004991,0.024387872,-0.521458498,YEA4
YEL005C,0.294397731,-0.498022723,0.064845091999999993,0.081001531,-0.039642013,0.013079543,-0.151941902,0.110742802,VAB2
YEL006W,0.674755751,-0.347077884,-0.228560866,0.036331486,-0.228932743,0.140624965,-0.012770205,-0.337021416,YEA6
YEL007W,0.071968278,-0.382237113,-0.059177936,-0.083940247,-0.381833053,0.167545938,0.275742284,0.235224693,MIT1
YEL008C-A,NA,NA,NA,NA,NA,NA,NA,3,NA
YEL008W,0.311789517,-0.578950299,-0.796734939,0.054121621,-0.842538629,0.393089619,0.548194981,0.191949747,NA
YEL009C,0.621764066,-0.36724454,-0.631022886,-0.44509949,-0.167930019,0.537444613,0.05252217,-0.109147382,GCN4
YEL009C-A,0.472588522,-1.033947332,-0.353015773,-0.811554911,-0.426264755,0.173648087,0.569973327,0.500525398,NA
YEL010W,NA,NA,-0.865229333,-0.232438307,-1.055560545,1.281089055,1.306495662,0.281089055,NA
YEL011W,0.104310179,-0.211398079,-0.289107651,0.137654808,0.105124755,-0.154330972,0.367941985,-0.187461565,GLC3
YEL012W,0.638672543,0.025475608,0.167617126,0.128614774,-0.229828447,-0.131389303,-0.595224384,-0.356210409,UBC8
YEL013W,-0.231870018,-0.131634743,-0.034276723,-0.170705527,0.10283051,0.06874162,0.354258297,-0.044336484,VAC8
YEL014C,-0.408026819,-0.477617091,-0.466754001,0.255484964,0.022710664,0.298241978,-0.110115988,0.524897046,NA
YEL015W,0.153039317,-0.509979585,-0.141241303,0.154332054,-0.366500109,-0.228406808,0.074413962,0.569531064,EDC3
YEL016C,-1.342685091,-1.231592969,-0.588852043,-0.084996799,0.345748304,0.638724108,0.588518726,0.31120652,NPP2
YEL017C-A,0.935408536,-0.081013145,-0.803087432,-0.250569006,-0.166303936,0.15366607,0.161533478,-0.721426439,PMP2
YEL017W,-0.568058264,-1.145285116,-0.234114793,0.120532556,0.010570303,0.04703847,0.562061711,0.505037117,GTT3
YEL018C-A,0.668898201,0.077929709,0.277257306,-0.169925001,-0.436560261,-0.611485943,-0.500350273,0.206030728,NA
YEL018W,-0.015875006,-0.314461767,-0.137108878,-0.250566928,-0.113357832,0.275906624,0.063242434,0.352630623,EAF5
YEL019C,0.26970918,-0.86402233,-0.358638329,0.259735445,-0.527123659,-0.145493985,0.169392347,0.627854998,MMS21
YEL020C,0.19944686,0.390444085,0.276080097,0.132018933,-0.447142324,-0.873441002,-0.237835661,0.146478538,NA
YEL020C-B,-1.432881016,-0.561178265,-0.357899473,-0.714350195,0.760665705,0.510412308,0.777726352,-0.456157052,NA
YEL020W-A,-1.811471031,-0.367864379,-0.369112925,-0.792083075,0.464587672,0.701871083,0.743478901,-0.139778038,TIM9
YEL021W,-1.268035087,1.497499659,-0.926998169,1.497499659,-1.36757076,0.034527683000000003,NA,NA,URA3
YEL022W,-0.261621266,0.016970732,-0.070309069,-0.085951019,0.069690916,0.161093302,0.054789597,0.074624014,GEA2
YEL023C,-0.097418845,-0.521406669,-0.121150213,-0.141942772,0.113854484,0.309287379,0.158598885,0.14461842,NA
YEL024W,0.365726649,-0.163154043,0.232330658,-0.547636965,0.013510286,0.229209332,0.297943454,-0.866340632,RIP1
YEL025C,-0.108524457,-0.614643679,-0.398284735,-0.322192785,-0.041617798,0.36495011,0.540436042,0.197796858,NA
YEL026W,0.136935153,0.486349276,-0.29913721,0.074590124,-0.240655822,0.034505439,-0.317403335,-0.057904311,SNU13
YEL027W,0.46220614,-0.092495518,-0.512045611,-0.074339148,-0.027446615,0.114074839,0.248223003,-0.354260964,VMA3
YEL028W,0.439304391,-0.721093143,-0.108754204,-0.415327712,0.043165446,0.393500701,0.319159024,-0.379653463,NA
YEL029C,-0.149570524,0.178897431,-0.150890867,-0.220575862,0.061243553,0.110197498,0.210431111,-0.108158897,BUD16
YEL030C-A,NA,0.04580369,0.367731785,NA,NA,NA,1.808304376,1.121091817,NA
YEL030W,-1.299122675,-1.687525047,-0.106477597,-0.073533498,0.109741057,0.458748686,0.726412418,0.374180914,ECM10
YEL031W,-0.257228153,0.048699929,-0.094770136,0.354012919,0.028543459,-0.306937228,0.222280101,-0.121035056,SPF1
YEL032C-A,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL032W,0.185505954,-0.109245264,0.149882044,0.068785698,-0.509724667,-0.441820603,0.100761631,0.340845035,MCM3
YEL033W,0.341611804,0.001779017,-0.152301749,0.029538615,-0.306582347,-0.013642028,-0.171042368,0.168322397,MTC7
YEL034C-A,0.645852448,0.273872147,0.153251688,-0.004615869,-0.66656084,-0.418745077,-0.440590008,0.003593837,NA
YEL034W,NA,NA,NA,NA,NA,NA,NA,NA,HYP2
YEL035C,-0.190380037,-1.506525779,-0.225569465,-0.173102045,-0.317491955,-0.255564206,1.404206883,-0.42928278,UTR5
YEL036C,0.098634353,0.004721831,0.19351279,0.142944251,-0.39709919,-0.40683578,-0.254194052,0.407240137,ANP1
YEL037C,0.272620676,0.292084901,0.199732618,-0.101414043,-0.631339016,-0.401625652,-0.063045621,0.172697457,RAD23
YEL038W,-0.03854629,-0.781234601,0.053063097,0.308250616,-0.59433503,-0.374247234,0.207829298,0.659941452,UTR4
YEL039C,-1.267119133,-0.189662453,0.447172811,0.441627242,0.947000812,-0.619711844,-0.271397921,-0.788311564,CYC7
YEL040W,1.282416034,0.297260981,-0.331147367,0.135982777,-0.875022676,-0.928697122,-0.768309822,-0.345009217,UTR2
YEL041W,-0.932750349,-1.153626538,-0.004477179,-0.039578034,0.247252899,0.390087677,0.643844269,-0.004477179,YEF1
YEL042W,-0.377864259,-0.471482323,-0.399566129,0.361164058,4.74762e-4,-0.069189775,0.515047935,0.116509543,GDA1
YEL043W,-0.125328972,-0.268743458,-0.129548615,0.097544909,-0.482012208,-0.199684416,0.56731097,0.263774604,NA
YEL044W,-0.621548146,0.232484711,-0.096816951,0.160911741,0.081863405,0.162438371,0.074292563,-0.165406772,IES6
YEL045C,-0.062194243,-0.318165256,-0.002946562,0.434916089,-0.400316591,-0.204179337,-0.194984998,0.476128938,NA
YEL046C,0.28189943,0.133531326,-0.144863874,-0.011473476,-0.297377566,-0.21026524,-0.144863874,0.272755758,GLY1
YEL047C,-0.738324577,-1.024249823,-0.187224034,0.541150411,0.298261061,-0.385883392,0.488500614,0.235745409,FRD1
YEL048C,-0.823347101,-0.272006158,-0.47584276,0.01185033,0.513104021,0.556692522,0.22644735,-0.301429307,TCA17
YEL049W,0.621855896,-0.716230902,-0.740590108,-0.466801724,-0.635111295,-0.496664525,0.977266663,0.273853629,PAU2
YEL050C,-0.854331197,-0.362768973,-0.045251422,-0.149638361,-0.295784977,0.202789496,0.081332522,0.827871965,RML2
YEL050W-A,-0.197956899,-0.639662349,-0.94994307,-0.804676596,-0.380717534,0.779730809,0.91124085,0.043597779,NA
YEL051W,-1.011838179,-0.178444402,-0.244653935,-0.062558368,0.151178997,0.155799221,0.473395863,0.270181009,VMA8
YEL052W,0.238435337,-0.338896723,-0.105981541,-0.22702007,-0.328065628,0.035762798,0.202656584,0.348859326,AFG1
YEL053C,-0.229721889,-0.252070452,-0.528429486,-0.072308068,0.044358301,0.265877156,0.288419724,0.272850922,MAK10
YEL053W-A,-0.87012541,-0.323179009,0.059028098,0.69296021,0.36672332,-0.862148403,0.335601557,-0.162014679,NA
YEL054C,0.24941844,-0.071750823,-0.560438989,-0.031095203,0.090293663,0.173555504,0.12376416,-0.11869363,RPL12A
YEL055C,0.865059579,0.04646009,-0.354583311,-0.324362837,-0.419652237,0.200089768,-0.403180922,-0.132029315,POL5
YEL056W,-0.154316057,-0.82365567,-0.289319242,-0.111578587,-0.334916108,0.315655743,0.306290503,0.602778758,HAT2
YEL057C,-0.054312348,0.054501139,-0.242973912,-0.144853339,0.035885461,0.049560398,0.329813875,-0.101618063,NA
YEL058W,0.077580944,-0.13880074,-0.46184894,-0.252925657,-0.319578273,0.266758475,0.059152992,0.510932927,PCM1
YEL059C-A,0.449307837,0.013272697,0.387647192,-0.2064247,-0.277842443,-0.184320513,-0.1226622,-0.273946909,SOM1
YEL059W,-0.133033827,-1.906705623,-0.096183422,-0.256648094,-0.167522203,-0.349757498,0.644573752,0.856379032,NA
YEL060C,-0.077865527,-0.016212432,0.484429886,0.407260064,-0.523086032,-0.875109133,-0.282229755,0.350616281,PRB1
YEL061C,-2.65499916,-2.014212832,-0.649781451,0.253748784,0.708320918,0.532245318,0.641617846,0.168445005,CIN8
YEL062W,-0.586209428,-0.575954364,-0.061752828,-0.304121598,0.330998162,0.359450738,0.577673517,-0.214623447,NPR2
YEL063C,0.47447705,-0.070027589,-0.094634087,0.080225163,-0.300112761,-0.568123102,0.021383324,0.217426979,CAN1
YEL064C,0.078278053,-0.678357521,-0.525288416,0.300155134,0.418840322,-0.047908749,0.405965417,-0.388158599,AVT2
YEL065W,1.073582022,0.958359711,-0.342407527,-0.723206636,-0.593842639,-0.463246071,-0.68820504,-0.864541644,SIT1
YEL066W,0.061836639,-1.414165441,0.016726009,0.330352507,-0.108267456,0.074673358,0.184020754,0.257165469,HPA3
YEL067C,0.160597058,-1.19718001,-0.074856972,0.143694998,-0.941341105,-0.007229041,0.650475066,0.385730293,NA
YEL068C,0.812791247,-0.026901653,-0.162117772,-0.276748272,-0.173934402,-0.111141273,0.115817342,-0.62852024,NA
YEL069C,0.469894437,-0.82520987,0.014325458,-0.39718035,-0.495708555,-0.092997805,0.440590213,0.353127372,HXT13
YEL070W,-0.098403704,-1.816632736,-0.766327654,-0.423872157,0.133655052,-0.2441342,1.109366683,0.432763668,DSF1
YEL071W,0.828263412,0.15816879,-0.337960489,-0.154126581,-0.31414279,-0.343878032,-0.602294673,0.223785045,DLD3
YEL072W,-0.360874988,-0.299685342,-0.10676742,-0.220636409,0.485884206,0.370055172,0.232582142,-0.406899101,RMD6
YEL073C,1.132574762,0.277087942,-0.324362681,0.21696695,-0.446114339,-0.691145012,-0.451648274,-0.861888471,NA
YEL074W,0.942945311,-0.708832021,-0.128266438,-0.218420539,-0.790638777,-0.418864965,0.224560258,0.259155148,NA
YEL075C,2.24908909,NA,NA,NA,NA,NA,1.698740345,NA,NA
YEL075W-A,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL076C,1.761574107,-5.835148107,-2.013146409,NA,NA,0.043997498,1.728184378,NA,NA
YEL076C-A,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL077C,-0.465264468,-0.776942466,0.425246384,0.458838806,0.04221928,-0.535075291,0.058409294,0.279395518,NA
YEL077W-A,NA,NA,NA,NA,NA,NA,NA,NA,NA
YER001W,0.370591575,-0.056126713,0.109007516,0.170583004,0.453713796,-0.246851397,-0.426790474,-0.773330958,MNN1
YER002W,0.687377962,0.705745722,0.203067892,-0.08843709,-0.698033739,-0.708285237,-1.045014413,-0.068128424,NOP16
YER003C,-1.108638458,-1.666328028,-0.275665642,0.385136252,0.455991041,0.022486365,0.549432825,0.308266099,PMI40
YER004W,0.632047751,-0.1751626,-0.117308215,0.352573082,-0.357580013,-0.927501413,-0.078936404,0.154234514,FMP52
YER005W,0.640982842,-0.292909201,-0.069076246,0.298285253,-0.431998976,-0.174884324,-0.112930535,-0.168700074,YND1
YER006C-A,-0.552677516,0.400417111,0.349907658,-0.331550062,0.389929505,-0.368910589,0.023406834,-0.27204905,NA
YER006W,1.105699899,0.639902596,-0.074718031,-0.225441131,-0.76186645,-0.661573945,-1.166875929,-0.290574352,NUG1
YER007C-A,0.667136705,0.505049315,-0.337767353,-0.006150478,-0.273794401,-0.210406254,-0.233069974,-0.591523945,TMA20
YER007W,0.92046839,0.020826618,-0.328474434,-0.425035818,-0.18669667,-5.37989e-4,-0.121046138,-0.407806955,PAC2
YER008C,-0.008343556,-0.311809011,-0.097684206,0.030985246,-0.229751875,0.044334799,0.193012067,0.283041221,SEC3
YER009W,0.112133745,0.151761612,-0.655880244,0.008330477,0.150230642,0.156240794,0.472096072,-0.845493673,NTF2
YER010C,0.446343614,-0.049065512,-0.031731295,0.139031057,0.022862728,-0.637483571,0.18083301,-0.323553123,NA
YER011W,-2.029079287,-1.49028331,-2.83727794,1.613750861,-0.977708813,-2.63477101,0.836189586,0.802839654,TIR1
YER012W,0.38660038,0.939244237,-0.057190508,-0.11289596,-0.151092897,-0.541852614,-0.368797266,-0.92297783,PRE1
YER013W,-0.066581916,-0.159107442,-0.022780082,-0.27422546799999997,-0.167032379,0.157638346,0.125557692,0.311774197,PRP22
YER014C-A,0.34588858,-1.417352222,-1.215470454,0.00373134,0.212215581,0.016803479,0.536046765,0.379920552,BUD25
YER014W,-0.089505211,-0.284970196,-0.129172701,0.307499842,0.05766935,-0.223913191,0.137663981,0.124770698,HEM14
YER015W,-0.055764925,-0.766004647,-0.499929787,-0.390305295,-0.23373504,0.267836507,0.620212576,0.473246425,FAA2
YER016W,-0.545563955,-1.080842215,-0.141731371,0.288012061,0.337866861,0.25195329,0.223006219,0.128119696,BIM1
YER017C,0.557705795,-0.221369429,-0.119339646,-0.135851357,-0.286701678,-0.285549826,0.052636095,0.216882784,AFG3
YER018C,-0.862183493,-1.051405099,-0.514409221,0.537516501,0.511183394,0.136250912,0.417617581,-0.065148001,SPC25
YER019C-A,-0.008411165,0.253819211,0.123122582,0.236119186,-0.033924272,-0.206028015,-0.012290459,-0.49137559,SBH2
YER019W,0.088296033,-0.50002548,-0.04355219,0.407388143,0.04515953,-0.402508974,0.307169294,-0.139823846,ISC1
YER020W,-0.038446601,0.138440108,0.318867093,0.298384832,-0.131649055,-1.005332605,0.274427577,-0.272282555,GPA2
YER021W,0.28063708,0.437798218,-0.167517758,-0.078827153,-0.179540687,-0.022649009,-0.086865982,-0.350045316,RPN3
YER022W,-0.33712307,0.028330508,0.039211717,0.020432235,0.138295642,0.238019446,-0.067519085,-0.132134164,SRB4
YER023C-A,NA,-0.05423744,0.195884878,0.213543544,-0.607588699,-0.413490805,0.879277115,0.570838682,NA
